Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
4991,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,5SE,C5,U1,esc,,,41918,
4992,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF13,LH4,RH5",F,F,F,24,1.4,10NE,C10,L,PHYLLOBATES,,,41918,17
4993,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF2,RF12,LH4,RH4",F,F,F,23,1.15,10NW,C10,U4,,,,41918,40
4994,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,ctenid,,,F,F,,2,,10NE,C10,,,,,41918,
4995,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF12,LH5,RH4",F,F,F,25.5,1.45,11SW,C11,U4,GRAVID,,,41918,0
4996,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF2,LH5,RH4",M,M,M,21,0.75,19NE,C19,U4,,,,41918,0
4997,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,DENAUR,recap,RF13,J,J,,20,0.8,12NW,C12,,,,,41918,
4998,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,6NE,C6,M1,esc,,,41918,
4999,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,new,"RF24,RH4",F,F,F,22,0.95,2NE,C2,,,,,41918,0
5000,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,NORLIM,,,J,J,,,,18NW,C18,,esc,,,41918,
5001,DP3,7,Dipteryx panamensis,3,H,1,H1,21,6-Oct-14,41918,Oct,10,ctenid,,,F,F,,2,,13NE,C13,,,,,41918,
5002,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF3,LH5,RH4",M,M,JM,16.5,0.4,14NW,C14,U4,,,,41918,0
5003,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,NORHUM,,,AD,AD,,,,14SE,C14,,esc,,,41918,
5004,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,new,"RF34,RH4",J,J,J,15.5,,14SW,C14,,,,,41918,0
5005,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,ctenid,,,F,F,,2,,9NW,C9,,,,,41918,
5006,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,9SW,C9,M1,esc,,,41918,
5007,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF12,RF1,RH4",F,F,F,22.5,1.05,4SW,C4,M1,,,,41918,78
5008,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF4,LH5,RH4",M,M,M,19.5,0.8,4NW,C4,M1,,,,41918,0
5009,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,4NE,C4,M1,esc,,,41918,
5010,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,LF2-J,J,J,J,13.5,,5SW,C5,M1,,,,41918,0
5011,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF12,LH4,RH5",F,F,F,22.5,0.95,5NE,C5,M1,,,,41918,17
5012,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,RHAHAE,recap,"LF3,RF3",J,J,,31,,11NW,C11,,,,,41918,
5013,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,AD,AD,,,,15SE,C15,M1,esc,,,41918,
5014,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF4,RF34",M,M,M,19.5,0.7,15NW,C15,STREAKED,,,,41918,0
5015,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,NORHUM,,,J,J,,,,19NE,C19,,esc,,,41918,
5016,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF13,LH5,RH4",F,F,F,24,1.1,20NW,C20,U4,,,,41918,0
5017,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,ctenid,,,F,F,,1,,16SW,C16,,,,,41918,
5018,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"RF3,LH5",F,F,JF,17.5,0.55,6NW,C6,M1,,,,41918,77
5019,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,AD,AD,,,,6SE,C6,M4,esc,,,41918,
5020,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRAFIT,,,AD,AD,,,,6NE,C6,,esc,,,41918,
5021,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,RHAHAE,recap,LF14,JM?,JM?,,31.5,,2SE,C2,,,,,41918,
5022,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF14,LH5,RH4",F,F,F,25.5,,3SE,C3,M1,,,,41918,0
5023,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF13,RF3,LH4",F,F,F,24.5,,7NW,C7,M4,,,,41918,124
5024,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF2,LH5,RH4",M,M,JM,15.5,,12NW,C12,M1,,,,41918,0
5025,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRAMEG,,,J,J,,,,21SW,C21,WHITE,,,,41918,
5026,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,18SE,C18,U1,esc,,,41918,
5027,DP8,12,Dipteryx panamensis,8,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,new,"LF1,LH5,RH4",J,J,J,12,,13SE,C13,M1,,,,41918,0
5028,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,recap,"LF1,RF13,RH4",M,M,M,20.5,,3SW,C3,,,,,41918,20
5029,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRAMEG,new,"LF4,RF14",M,M,,21,,3NE,C3,GREY,,,,41918,
5030,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,,,J,J,,,,2NW,C2,,esc,,,41918,
5031,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,recap,RF23,F,F,F,21,,1NE,C1,,,,,41918,212
5032,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,5SW,C5,M1,esc,,,41918,
5033,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,recap,"LF2,RF2",M,M,M,20,,13SW,C13,,,,,41918,211
5034,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,AD,AD,,,,11NW,C11,U4,esc,,,41918,
5035,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,new,"LF1,LH4,RH4",F,F,F,20,,9NE,C9,,,,,41918,0
5036,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,UNKFROG,,,,,,,,4NE,C4,,esc,,,41918,
5037,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,NORLIM,,,J,J,,,,9NW,C9,,esc,,,41918,
5038,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,recap,"LF3,LH4",F,F,JF,14.5,,14NE,C14,M1,,,,41918,47
5039,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,OOPPUM,new,"LF2,LH4,RH4",M,M,M,19.5,,15SW,C15,,,,,41918,0
5040,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,,,17NE,C17,M1,esc,,,41918,
5041,CE5,13,Castilla elastica,5,H,1,H1,21,6-Oct-14,41918,Oct,10,CRABRA,,,J,J,J,11.5,,21SE,C21,M1,,,,41918,
5042,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"RF4,LH5,RH4",J,J,J,13.5,0.3,19NW,C19,U4,,,,41919,0
5043,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,,,19NW,C19,U1,esc,,,41919,
5044,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,NORHUM,new,"LF5,RF23",J,J,,22,,19NE,C19,,,,,41919,
5045,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF13,LH5,RH4",F,F,F,24,1.25,20NW,C20,U1,,,,41919,1
5046,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRAMEG,new,"LF4,LH4",J,J,,12.5,,20SE,C20,WHITE,,,,41919,
5047,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF34,LH5,RH4",J,J,J,12,,17NW,C17,M1,,,,41919,0
5048,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF13,LH4",F,F,JF,15,0.35,16SW,C16,U4,,,,41919,0
5049,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF4,RF34",M,M,M,19,0.8,14NE,C14,M1STREAKED,,,,41919,0
5050,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF23,LH5,RH4",M,M,JM,15.5,,14SE,C14,U1,,,,41919,0
5051,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,"RF34,RH4",J,J,,,,14SW,C14,,,,,41919,1
5052,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF4,LH5,RH4",M,M,M,,,4NW,C4,M1,,,,41919,1
5053,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,ctenid,,,F,F,,2,,9SE,C9,,,,,41919,
5054,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"RF3,LH5",F,F,JF,18,0.7,11SW,C11,M1,,,,41919,78
5055,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,RHAHAE,recap,"LF3,RF3",J,J,,,,6NW,C6,,,,,41919,
5056,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF13,RF3,LH4",F,F,F,25,,7NE,C7,M1,,,,41919,125
5057,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,RHAHAE,recap,LF14,J,J,,,,6SE,C6,,,,,41919,
5058,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF12,RF1,RH4",F,F,F,,,4NE,C4,M1,,,,41919,79
5059,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF12,LH4,RH5",F,F,F,23,1.05,5NW,C5,M1,,,,41919,18
5060,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF2,RF14,LH4,RH4",F,F,JF,18.5,,1SW,C1,M1,,,,41919,41
5061,DP8,12,Dipteryx panamensis,8,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,AD,AD,,,,3NE,C3,M1,esc,,,41919,
5062,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF13,RF12,LH4",F,F,F,25,1.25,13SE,C13,M1,,,,41919,123
5063,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF23,LH5,RH4",M,M,JM,14,,8NE,C8,M1,,,,41919,0
5064,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,DENAUR,recap,RF13,J,J,,,,7SW,C7,,,,,41919,
5065,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF2,RF24,LH4,RH4",M,M,M,19.5,0.7,12NW,C12,M1,,,,41919,41
5066,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF14,LH5,RH4",F,F,F,20,0.7,11NE,C11,M1,,,,41919,0
5067,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,AD,AD,,,,17SW,C17,M4,esc,,,41919,
5068,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF12,LH5,RH4",F,F,F,,,11SW,C11,,,,,41919,1
5069,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,,,11SE,C11,M4,esc,,,41919,
5070,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"RF12,LH5,RH4",F,F,F,21,0.8,6NW,C6,STREAKED,,,,41919,0
5071,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"RF34,LH5,RH4",JM,JM,J,12.5,,1NW,C1,M1,,,,41919,0
5072,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,NORHUM,recap,"LF4,RF45",M,M,,26.5,0.65,15NE,C15,,,,,41919,
5073,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"RF13,LH5,RH4",F,F,F,20.5,,19NW,C19,M1D2,,,,41919,0
5074,DP3,7,Dipteryx panamensis,3,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,,,9NW,C9,L,esc; PHYLLOBATES,,,41919,
5075,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,NORHUM,,,J,J,,,,14NW,C14,,esc,,,41919,
5076,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,new,"LF24,LH5,RH4",M,M,JM,14.5,,14SW,C14,M1,,,,41919,0
5077,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,10.5,,4NW,C4,U1,,,,41919,
5078,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,,,5SW,C5,M1,esc,,,41919,
5079,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRAMIM,new,RF24,AD,AD,,31,,5SW,C5,,,,,41919,
5080,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,AD,AD,,,,15SW,C15,M1,esc,,,41919,
5081,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,NORHUM,,,J,J,,,,15SW,C15,,esc,,,41919,
5082,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,"LF2,LH4,RH4",M,M,,,,15NE,C15,,,,,41919,1
5083,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,recap,"LF24,RF13",M,M,M,19,,20NW,C20,STREAKED,,,,41919,146
5084,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,"LF4,RF24",M,M,M,20.5,,11NE,C11,,,,,41919,146
5085,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,LF3,F,F,F,21,,11SE,C11,,,,,41919,232
5086,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRAMEG,new,"LF2,LH4",M,M,,22,,2SE,C2,BLACK,,,,41919,
5087,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,"LF2,RF1,LH4",F,F,F,20.5,,3NE,C3,,,,,41919,0
5088,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,RHAHAE,new,LF4,J,J,,32,,17SE,C17,,,,,41919,
5089,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRAMIM,new,RF14,,,,29,,21SE,C21,,,,,41919,
5090,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,CRABRA,,,J,J,J,,,13SW,C13,M1,esc,,,41919,
5091,CE5,13,Castilla elastica,5,H,2,H2,22,7-Oct-14,41919,Oct,10,OOPPUM,recap,"LF3,RF4",F,F,F,20.5,,8NE,C8,,,,,41919,146
5092,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,OOPPUM,recap,RF23,F,F,F,21,0.65,2NW,C2,SKINNY,,,,41920,214
5093,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,RHAHAE,new,LF13,F,F,,36,3,2NE,C2,,,,,41920,
5094,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRAMEG,,,J,J,,10.5,,3SW,C3,BLACK,,,,41920,
5095,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,OOPPUM,recap,"LF1,RF13,RH4",M,M,M,20,0.7,3SE,C3,,,,,41920,22
5096,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,AD,AD,,,,8SE,C8,M4,esc,,,41920,
5097,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRAMEG,recap,"LF4,RF14",M,M,,21,0.9,7SE,C7,BLACK,,,,41920,
5098,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,6SW,C6,M1,esc,,,41920,
5099,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,new,"LF5,RF15",M,M,,27,0.55,5NE,C5,,,,,41920,
5100,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF4,LH5,RH4",J,J,J,12,0.2,5NW,C5,M1,,,,41920,0
5101,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,11,,4SE,C4,M1,,,,41920,
5102,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"RF24,LH5,RH4",M,M,M,19,0.6,14NE,C14,M1,,,,41920,0
5103,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,,,AD,AD,,,,11NW,C11,,esc,,,41920,
5104,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF3,LH5,RH4",F,F,JF,13.5,0.25,11NE,C11,M4,,,,41920,0
5105,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,OOPPUM,recap,LF3,F,F,F,21,0.75,11SE,C11,,,,,41920,233
5106,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,AD,AD,,,,12SE,C12,,esc,,,41920,
5107,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRAMEG,,,AD,AD,,,,12NE,C12,WHITE,esc,,,41920,
5108,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,RHAHAE,recap,LF4,,,,31.5,2,13SW,C13,,,,,41920,
5109,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,17NE,C17,M1,esc,,,41920,
5110,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,OOPPUM,recap,LF24,M,M,M,19.5,0.68,17SE,C17,,,,,41920,231
5111,CE5,13,Castilla elastica,5,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,AD,AD,,,,20NW,C20,U4,esc,,,41920,
5112,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"RF23,LH5,RH4",M,M,M,17.5,0.5,8NE,C8,M1D2,,,,41920,0
5113,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,8,,13SE,C13,U4D2,,,,41920,
5114,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"RF24,LH5,RH4",M,M,M,17,0.43,18SE,C18,M1,,,,41920,0
5115,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF13,RF3,LH4",F,F,F,24.5,1.21,12NW,C12,M1,,,,41920,126
5116,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF4,RF124,RH4",F,F,F,21,0.9,12SE,C12,M4,,,,41920,79
5117,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,2,,7SW,C7,,,,,41920,
5118,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,1,,7SW,C7,,,,,41920,
5119,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF3,LH5,RH4",M,M,JM,15.5,0.35,3NW,C3,M1,,,,41920,0
5120,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF2,LH5,RH4",M,M,JM,14,,2SE,C2,M1,,,,41920,0
5121,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,1,,6NW,C6,,,,,41920,
5122,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,new,"LF5,RF13",M,M,,31,,6NE,C6,,,,,41920,
5123,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,2,,6NE,C6,,,,,41920,
5124,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF1,RF1,LH4,RH5",F,F,F,20,0.73,6NE,C6,M4,,,,41920,15
5125,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,new,"LF5,RF14",F,F,,31,0.85,20SW,C20,,,,,41920,
5126,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF12,LH4,RH5",F,F,F,22,1,5NW,C5,M1,,,,41920,19
5127,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,5SW,C5,M1,esc,,,41920,
5128,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF12,RF1,RH4",F,F,F,22,0.95,4NE,C4,M1,,,,41920,80
5129,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,CRAFIT,,,J,J,,,,9SE,C9,,esc,,,41920,
5130,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,RHAHAE,,,,,,,,14SW,C14,,esc,,,41920,
5131,DP8,12,Dipteryx panamensis,8,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,new,"LF5,RH24",M,M,,31.5,1,14NW,C14,,,,,41920,
5132,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,DENAUR,recap,RF13,J,J,,20.5,0.67,7SE,C7,,,,,41920,
5133,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,1,,3NW,C3,,,,,41920,
5134,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"RF13,LH4,RH4",F,F,JF,19,0.6,2NW,C2,U1,,,,41920,0
5135,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRAMIM,recap,LF4,M,M,,36,3.4,4NW,C4,,,,,41920,
5136,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,NORCAP,new,RF2,M,M,,72,,5SE,C5,,,,,41920,
5137,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"RF14,LH5,RH4",F,F,JF,17.5,0.5,5NE,C5,M1,,,,41920,0
5138,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,11SE,C11,M1,esc,,,41920,
5139,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,2,,6NE,C6,,,,,41920,
5140,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF2,LH5,RH4",M,M,JM,16,0.35,8SE,C8,M4,,,,41920,0
5141,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,18NE,C18,M1,esc,,,41920,
5142,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,17SE,C17,U1,esc,,,41920,
5143,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,17NW,C17,L,esc; PHYLLOBATES,,,41920,
5144,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,AD,AD,,,,16SE,C16,M1,esc,,,41920,
