Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
5145,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF14,RF3,LH4",F,F,F,24.5,1.2,11NE,C11,M1,GRAVID,,,41920,126
5146,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,recap,"LF24,RF4,LH4",M,M,M,20.5,0.72,16NW,C16,M1,,,,41920,126
5147,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,new,"LF4,RF4,LH5,RH4",M,M,JM,15,0.3,11NW,C11,M1,,,,41920,0
5148,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,CRABRA,,,J,J,J,,,10SW,C10,STREAKED,esc,,,41920,
5149,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,NORHUM,recap,"LF4,RF3",M,M,,35,1.3,9SE,C9,,,,,41920,
5150,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,1,,15NW,C15,,,,,41920,
5151,DP3,7,Dipteryx panamensis,3,H,3,H3,23,8-Oct-14,41920,Oct,10,ctenid,,,F,F,,1,,19NW,C19,,,,,41920,
5152,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,LEPFLA,,,AD,AD,,,,4NW,C4,,,,,41927,
5153,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF3,RF4,LH5,RH4",M,M,JM,14,0.25,4SE,C4,M1,,,,41927,0
5154,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,NORHUM,,,AD,AD,,,,9SE,C9,,esc,,,41927,
5155,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,LF2,F,F,F,21.5,0.8,14NW,C14,,,,,41927,251
5156,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,LF4,F,F,F,22,0.65,9NE,C9,SCARRED DORSUM,,,,41927,251
5157,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"RF13,RH5",F,F,F,21,0.75,10SE,C10,M1D2,D2 FAINT,,,41927,83
5158,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,1,,1SW,C1,,esc,,,41927,
5159,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,RF13,F,F,F,22,0.7,11SW,C11,,,,,41927,85
5160,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,F,F,,,,6NW,C6,,esc,,,41927,
5161,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,new,"LF2,LH4,RH4",F,F,F,19,0.55,6NW,C6,,,,,41927,0
5162,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,AD,AD,,,,13NW,C13,M1,esc,,,41927,
5163,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,J,J,J,,,3NE,C3,U1,esc,,,41927,
5164,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,F,F,,,,8SE,C8,,esc,,,41927,
5165,DP1,5,Dipteryx panamensis,1,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,new,"LF3,LH4,RH4",J,J,J,18,0.55,13SE,C13,,,,,41927,0
5166,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF14,LH5",F,F,F,25,1.3,4NW,C4,M3,,,,41927,126
5167,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,M,M,,3,,9SE,C9,,,,,41927,
5168,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,3,,14NW,C14,,,,,41927,
5169,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,2,,14NW,C14,,,,,41927,
5170,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF2,RF1,LH5,RH4",F,F,F,21,0.8,19NE,C19,M4,,,,41927,0
5171,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF2,RF2,LH5,RH4",M,M,M,20,0.8,19SE,C19,M4,,,,41927,0
5172,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,J,J,J,,,19SE,C19,M1,esc,,,41927,
5173,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,1,,15NE,C15,,,,,41927,
5174,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF2,RF3,LH5,RH4",M,M,M,17,0.35,15SE,C15,M1,,,,41927,0
5175,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,"LF4,RF1,LH4",F,F,F,22,0.88,2SE,C2,,,,,41927,89
5176,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,UNKLIZ,,,,,,,,2SE,C2,,esc,,,41927,
5177,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,LF4,F,F,F,21,,11SW,C11,,TADPOLE ON DORSUM,,,41927,253
5178,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF3,RF1,LH5,RH4",F,F,F,21.5,0.7,20NW,C20,U1,,,,41927,0
5179,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,NORHUM,,,AD,AD,,,,16NE,C16,,esc,,,41927,
5180,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,RF14,F,F,F,21.5,0.6,16NE,C16,,,,,41927,156
5181,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,J,J,J,,,21SE,C21,M1,esc,,,41927,
5182,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,LF34-deformity,F,F,JF,16.5,0.32,17NE,C17,L,STREAKED,,,41927,18
5183,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,AD,AD,,,,17NW,C17,M4,esc,,,41927,
5184,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,J,J,J,,,17NW,C17,U1,esc,,,41927,
5185,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF4,RF3",F,F,F,24,1.05,12NE,C12,M1,SKINNY,,,41927,158
5186,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,1,,12SE,C12,,,,,41927,
5187,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF1,RF2,RH5",F,F,F,22,0.88,12SW,C12,M4,,,,41927,67
5188,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,recap,"RF23,RH4",F,F,F,21,0.78,7NE,C7,,,,,41927,17
5189,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF1,RF1,LH5,RH4",F,F,F,21,0.92,3NW,C3,M4,,,,41927,0
5190,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,LF4,M,M,M,20,0.7,3NE,C3,M1,,,,41927,89
5191,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,M,M,,3,,8NW,C8,,,,,41927,
5192,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF2,RF23,RH5",M,M,M,18.5,0.52,13NE,C13,U4,,,,41927,65
5193,CE3,3,Castilla elastica,3,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF2,RF12,RH4",F,F,F,24,1.35,13NE,C13,L,,,,41927,89
5194,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,AD,AD,,,,9SE,C9,U4,esc,,,41927,
5195,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF4,RF4,LH5,RH4",M,M,JM,14.5,0.3,9SW,C9,M1,,,,41927,0
5196,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRAMEG,,,J,J,,,,14SW,C14,TAN,esc,,,41927,
5197,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRAFIT,new,,AD,AD,,,,15NE,C15,MOTTLED,esc; BIG,,,41927,
5198,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,,,AD,AD,,,,10SE,C10,,esc,,,41927,
5199,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,PRIRID,new,RF4,,,,16,,11SW,C11,,,,,41927,
5200,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,OOPPUM,new,"LF3,LH4,RH4",J,J,J,17,0.35,1NE,C1,,,,,41927,
5201,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,NORLIM,,,AD,AD,,,,4SE,C4,,esc,,,41927,
5202,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,ctenid,,,F,F,,,,2SE,C2,,CUPENEUS WITH EGGS,,,41927,
5203,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,recap,"LF3,RF24,LH4",M,M,M,20.5,0.85,16NE,C16,L,PHYLLOBATES,,,41927,146
5204,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CORCRI,new,RF2,F,F,,109,,7NW,C7,BROWN,,,,41927,
5205,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,new,"LF2,RF1,LH5,RH4",F,F,F,21.5,0.84,3SE,C3,M1,,,,41927,0
5206,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRAMEG,,,J,J,,,,7SE,C7,BROWN,esc,,,41927,
5207,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRABRA,,,AD,AD,,,,7NW,C7,M1,esc,,,41927,
5208,DP5,9,Dipteryx panamensis,5,H,1,H1,21,15-Oct-14,41927,Oct,10,CRATAL,,,J,J,,,,7NW,C7,,esc,,,41927,
5209,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,,,J,J,,,,17NW,C17,,esc,,,41928,
5210,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRAMEG,new,"LF3,LH4",J,J,,13.5,,21SW,C21,BROWN,,,,41928,
5211,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRAMEG,,,J,J,,,,14SW,C14,BROWN,esc,,,41928,
5212,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF2,RF24,LH5",M,M,M,20,,16SE,C16,M1,"INJURED LEFT FOREARM, SKINNED PEELED",,,41928,119
5213,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,new,"LF5,RF25",F,F,,36,,17NE,C17,BROWN THROAT,TWO OVA,,,41928,
5214,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CORCRI,recap,RF2,F,F,,,,18NE,C18,,,,,41928,
5215,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRAMEG,new,"LF4,LH4",M,M,,20,,13NE,C13,BROWN,,,,41928,
5216,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"RF-stump,RH5",F,F,F,23,,13SW,C13,STREAKED,,,,41928,83
5217,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"LF4,RF13",F,F,F,21,,13NW,C13,,,,,41928,149
5218,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,F,F,,1,,9NE,C9,,,,,41928,
5219,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRATAL,,,J,J,,,,5NW,C5,,esc,,,41928,
5220,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,new,"LF4,RF14",F,F,,34,,2NE,C2,,,,,41928,
5221,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRATAL,,,J,J,,,,7NE,C7,,esc,,,41928,
5222,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRATAL,,,J,J,,,,8NE,C8,,esc,,,41928,
5223,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF34,RF3,RH5",M,M,M,19,,8SE,C8,L,,,,41928,55
5224,DP5,9,Dipteryx panamensis,5,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,F,F,,,,8SE,C8,U3,esc,,,41928,
5225,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,F,F,,1,,3SE,C3,,,,,41928,
5226,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF1,LH5,RH4-A",F,F,F,26,1.6,2NW,C2,U1,GRAVID,,,41928,18
5227,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,F,F,,3,,4NW,C4,,,,,41928,
5228,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,UNKFROG,,,,,,,,6NW,C6,BROWN,esc,,,41928,
5229,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"LF12,LH4",M,M,M,21,0.69,8NE,C8,,,,,41928,128
5230,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,J,J,J,,,13SE,C13,U1,esc,,,41928,
5231,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF2,RF12,RH4",F,F,F,,,13SE,C13,L,,,,41928,90
5232,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF4,RF3",F,F,F,,,12NE,C12,M1,,,,41928,159
5233,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,LF4,F,F,F,21,0.75,12NW,C12,,,,,41928,254
5234,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"RF23,RH4",F,F,F,20.5,0.75,12SW,C12,,,,,41928,18
5235,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,new,"LF5,RF15",M,M,,33,1.02,10SW,C10,,,,,41928,
5236,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,M,M,,2,,14NW,C14,,,,,41928,
5237,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF1,LH5,RH4-B",F,F,JF,14,,14SE,C14,STREAKED,,,,41928,16
5238,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,new,"LF4,RF24",M,M,,32.5,0.9,16NE,C16,,SKINNY,,,41928,
5239,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,RF14,F,F,F,21,0.7,16NE,C16,,,,,41928,157
5240,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,NORLIM,,,AD,AD,,,,16NE,C16,,esc,,,41928,
5241,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,F,F,,2,,17NE,C17,,,,,41928,
5242,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,"LF1,RF2,LH5,RH4",F,F,F,21.5,0.8,17SE,C17,M1D2,,,,41928,0
5243,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,ctenid,,,F,F,,2,,21NE,C21,,,,,41928,
5244,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,,,M,M,,,,21NW,C21,,esc,,,41928,
5245,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF1,RF4,LH4,RH5",F,F,F,20,0.55,21SW,C21,STREAKED,,,,41928,19
5246,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,AD,AD,,,,20NW,C20,STREAKED,esc,,,41928,
5247,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"RF12,LH5",F,F,F,24,1.28,19SE,C19,U1,,,,41928,127
5248,CE3,3,Castilla elastica,3,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,"LF14,RF2,LH5,RH4",F,F,F,27.5,1.5,19SW,C19,U4,GRAVID,,,41928,0
5249,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,"LF3,RF3,RH4",M,M,JM,15,,19NE,C19,M1,,,,41928,0
5250,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,new,LF4,F,F,,,,20SW,C20,,,,,41928,
5251,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,new,"LF4,LH4,RH4",F,F,F,19.5,0.5,20SE,C20,,,,,41928,0
5252,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,AD,AD,,,,18NE,C18,U1,esc,,,41928,
5253,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,"LF1,RF3,LH5,RH4",F,F,JF,19,0.6,12SE,C12,L,,,,41928,0
5254,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"LF23,RF4,LH4,RH4-B",F,F,F,20.5,0.7,7NE,C7,U1,,,,41928,51
5255,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,AD,AD,,,,13SE,C13,U1,esc,,,41928,
5256,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,,AD,AD,,,,8NE,C8,STREAKED,esc,,,41928,
5257,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,new,"LF2,RF4,LH5,RH4",M,M,M,20.5,0.75,6NE,C6,U4,,,,41928,0
5258,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"LF3,RF13",F,F,F,22,0.75,6SE,C6,,,,,41928,150
5259,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"LF2,LH4,RH4",F,F,F,19,,6NW,C6,,,,,41928,1
5260,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,J,J,J,,,14NW,C14,M1,esc,,,41928,
5261,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,,,J,J,,22,,14SW,C14,,esc,,,41928,
5262,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,NORHUM,,,AD,AD,,,,4NW,C4,,esc,,,41928,
5263,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,,,AD,AD,,,,5NW,C5,M1,esc,,,41928,
5264,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"RF14,RH4",J,J,J,15.5,,1SW,C1,,,,,41928,20
5265,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,OOPPUM,recap,"LF23,RH4",F,F,F,21,,2SE,C2,,,,,41928,22
5266,DP1,5,Dipteryx panamensis,1,H,2,H2,22,16-Oct-14,41928,Oct,10,CRABRA,recap,"RF1,RH5",F,F,F,23,,3SE,C3,M1,GRAVID,,,41928,86
5267,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,recap,"LF3,RH5",F,F,F,23.5,1.25,2SE,C2,M1,,,,41930,88
5268,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,new,"LF1,RF3,LH5,RH4",F,F,F,21.5,1.02,3SE,C3,M4,,,,41930,0
5269,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,,,AD,AD,,,,2NW,C2,M1,esc,,,41930,
5270,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF23,RH4",F,F,F,20.5,0.7,6SW,C6,SCARRED HEAD,SAME CLUMP,,,41930,24
5271,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,RF13,F,F,F,22.5,0.8,6SW,C6,,SAME CLUMP,,,41930,88
5272,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF34,RH4",F,F,F,22,0.85,6SW,C6,,SAME CLUMP,,,41930,24
5273,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,,,AD,AD,,,,1NE,C1,M1,esc,,,41930,
5274,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"RF14,RH4",J,J,J,15.5,0.3,3SW,C3,,,,,41930,22
5275,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,RF2,F,F,F,20.5,0.75,3SE,C3,,,,,41930,253
5276,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,recap,"LF1,RF23,LH4,RH5",F,F,F,20.5,0.72,3NW,C3,M1,,,,41930,24
5277,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,LEPFLA,,,AD,AD,,,,4NE,C4,,,,,41930,
5278,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,LEPFLA,,,J,J,,,,4NE,C4,,,,,41930,
5279,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,recap,"LF2,RF4,LH5,RH4",M,M,M,20.5,0.75,7NW,C7,M1,,,,41930,2
5280,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,new,"LF2,RF2,LH4,RH4",F,F,F,21,0.7,8NE,C8,,,,,41930,0
5281,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,new,"LF3,RF2,LH5,RH4",M,M,M,17,0.5,13SW,C13,STREAKED,,,,41930,0
5282,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,new,"RF1,LH4,RH4",F,F,F,19.5,0.65,11SE,C11,,,,,41930,0
5283,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF2,LH4,RH4",,,,,,6NE,C6,,,,,41930,3
5284,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF4,LH4",F,F,F,21.5,0.68,9NE,C9,,SCARRED DORSUM,,,41930,88
5285,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"RF12,RH4",M,M,M,21.5,0.8,14NW,C14,,,,,41930,23
5286,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,LF2,F,F,F,21.5,0.8,14NW,C14,,,,,41930,254
5287,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,AMEFES,,,AD,AD,,,,17SE,C17,,esc,,,41930,
5288,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,new,"RF2,LH4,RH4",M,M,M,21.5,0.75,21SE,C21,,,,,41930,0
5289,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF3,RH4",F,F,F,21,0.8,21SE,C21,,,,,41930,0
5290,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,,,J,J,J,,,18SW,C18,U1,esc,,,41930,
5291,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,,,J,J,J,,,18SE,C18,M1,esc,,,41930,
5292,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,NORLIM,,,M,M,,,,21NW,C21,,esc,,,41930,
5293,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,new,"LF1,RF4,LH5,RH4",F,F,JF,19,0.7,20SE,C20,M1,,,,41930,0
5294,DP1,5,Dipteryx panamensis,1,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF4,LH4,RH4",,,,,,20SE,C20,,,,,41930,2
5295,CE3,3,Castilla elastica,3,H,3,H3,23,18-Oct-14,41930,Oct,10,CRABRA,new,"LF1,RF4,LH5,RH4",F,F,JF,18,0.48,8NW,C8,STREAKED,,,,41930,0
5296,CE3,3,Castilla elastica,3,H,3,H3,23,18-Oct-14,41930,Oct,10,OOPPUM,recap,"LF13,RH4",F,F,F,22,0.85,13SW,C13,,,,,41930,21
